Majority protein IDs	Protein names	gene	S1	S2	S3	DTL1	DTL2	DTL3	ATL	mTAL	cTAL	DCT	CNT	CCD	OMCD	IMCD
Q5U2Z2	LIM domain-containing protein ajuba	Ajuba	0	0	305.46582234680943	0	0	76.43790885703751	5782.7420133123505	0	0	0	8.274072805300499	1824.6203967811643	0	3985.937932996618
P39069;A0A0G2K7Q6	Adenylate kinase isoenzyme 1	Ak1	383234.24094140023	0	0	18320.476681321925	20947.116236748927	13875.053947327231	37575.086904857955	557798.3385748195	1112247.514134695	980390.1045500663	915697.5583426354	919827.3047388532	174107.9389285617	313111.69169116975
P29410	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	Ak2	3151433.8494391283	3819152.238589339	1416054.615540008	40653.321930454345	121055.9445478771	37433.07026898751	46414.61589126756	376516.378155592	959848.9323274858	620656.5985187519	586978.8483839341	523787.8590712876	217365.09892591316	95846.75035316401
P29411	GTP:AMP phosphotransferase AK3, mitochondrial	Ak3	1754480.1346143975	1018469.4159263704	922998.7755714039	80458.53519718493	209369.51381005452	77715.06525811569	166171.84032388774	463339.2276544167	936213.6120420918	1045659.4022285173	1207261.8590241373	1351060.665457308	519523.4893180532	199360.92078323368
Q9WUS0	Adenylate kinase 4, mitochondrial	Ak4	4158605.633938441	10608884.707987228	9571738.799316652	52830.08644688252	144402.56675588936	2846.9531476499055	0	42434.214990620356	196426.7792919836	159320.83606123237	35164.41058175198	100372.08197827518	9259.595412520108	115383.03133324617
O88884	A-kinase anchor protein 1, mitochondrial	Akap1	253.21237447033064	22924.348241341937	248.0387318143797	0	0	0	0	6056.6830404544025	736.8232515406434	495.2059167045894	1591.6528117724379	119.17621526333701	0	696.7161176399592
F1LNB3	NA	Akap10	0	5740.101063130529	0	0	0	0	0	0	202.62613623669668	0	9045.198377496632	3550.627768400291	168.71998672800495	4968.407695976503
Q62924	A-kinase anchor protein 11	Akap11	0	0	0	0	0	68096.02688105409	0	0	4906.511060804966	0	0	0	0	58.89421048935688
Q5QD51	A-kinase anchor protein 12	Akap12	0	0	0	244406.96256071783	127570.82845536438	247424.45034474749	11270.24897999226	0	4.403824832880231	73.33051966338469	0	3.1260122093459124	0	10255.501359247437
F1M3G7	NA	Akap13	0	4077.7782112453338	78.94411219968794	2967.0258168839387	651.4531795897219	3104.104764977455	0	0	2321.411502393273	2253.634319201592	1180.2240055074624	653.958452158824	1185.970712044373	8169.972912208295
F1MAF2	NA	Akap17a	15295.059594065548	36684.249115596496	0	3629.833357927358	0	4135.281933293425	0	75.21736347612043	4951.241884459366	6538.543883126068	9681.380707714408	12886.069678081803	9192.149365530086	8990.635300973398
Q5U301	A-kinase anchor protein 2	Akap2	1118419.646277159	744315.2680517955	23157.150677059715	82039.13528063404	168849.54798029328	166745.63869843693	0	61.5224928436448	44620.26473535117	38994.57262828169	352035.932030464	420075.5030751188	157972.2391140365	7.288295468106542
Q6JP77	A-kinase anchor protein 7 isoforms delta and gamma	Akap7	0	0	0	0	0	0	0	0	12.77864946645939	15.673087155767263	0	9.544259011157234	0	6393.942880582183
Q63014	A-kinase anchor protein 8	Akap8	9444.806685129963	24752.03633772742	35043.945288461415	7960.695733076535	14.130786533954502	9376.713515278567	4397.825055295762	95.30376319090124	39149.64343751954	10414.522480324898	10758.249246815474	33127.03106567773	5208.258280303017	15787.153902237837
A0A0G2K0P0	NA	Akap8l	0	0	0	0	0	0	0	0	0	0	0	4.086310452640835	0	2231.6882821074496
A0A0G2K548	NA	Akap9	2066.0581104699518	17930.08467878135	1612.4832774711783	2979.7539724827134	1279.8316991863323	2872.7222395309905	755.8697080487032	1584.2667146937606	4957.343723770572	3574.992219628052	5551.798149216553	6155.015411931036	3359.548642950736	6934.571769629112
P51635	Alcohol dehydrogenase [NADP(+)]	Akr1a1	18281914.658531144	38532685.165460385	6891364.931086497	387601.75169300765	432940.85611349205	157987.102297952	128656.46617426809	304557.2842384164	1900400.1268077064	1129208.6810992635	988979.5261406144	1274071.7111238975	367506.91726344	510013.28058408096
P07943	Aldose reductase	Akr1b1	81437.4469884093	76514.99452757518	438.6557764337084	527150.7073570312	1335383.7336642453	20258977.006668665	101978382.18581657	293715.44961094286	324713.420171232	274874.73691921466	366853.0161406016	592510.8214608224	288807.66344754247	56641772.73159684
Q5RJP0	Aldose reductase-related protein 1	Akr1b7	0	372.7620224491343	0	0	0	0	0	0	0	0	0	0	0	20155.691031959304
A0A0G2JT64;F7EMK8	NA	Akr1b8	99595.6534570593	90341.62935649557	1749.9482761734716	0	0	7461.167679234506	9021.535697121633	0	17.17227425721502	0	0	7.2263790902956675	0	1202717.50720706
Q3MHS3	NA	Akr1c1	82474.07000737119	255139.22218927144	0	0	0	0	0	0	677.6874084903961	11.95781587064814	0	11.243886912083402	0	0
Q5I0M4	NA	Akr1c12	0	875161.4865374126	1575968.150356929	48243.17172529446	42.47558589090919	0	0	7918.94812625909	11646.42263788266	893.4543643029641	5281.845986246648	11848.02550427282	98547.58894936285	18.128627780676997
A2VD16	NA	Akr1c12l1	0	4056219.179036983	7254434.074209753	86794.55993407365	128692.37200708281	215455.71287089164	708916.3755399876	6530.654172267191	1517.765475338987	1314.1008051651334	640.9857762945195	2200.818797217659	34427.80280549457	787063.3171641655
P51652	Aldo-keto reductase family 1 member C18	Akr1c18	274.7659425308978	0	0	0	0	0	0	0	0	0	0	0	0	0
P31210	3-oxo-5-beta-steroid 4-dehydrogenase	Akr1d1	310860.2161101391	83637.48442444616	74794.34819845074	0	21.662680730855342	0	0	0	552.7418737203232	0	0	9.53641672846386	0	0
Q5U1Y4	1,5-anhydro-D-fructose reductase	Akr1e2	57986.32834874027	136363.52532711698	101709.6922102062	8635.508434083547	232.07537969381005	0	0	1262.8862328741445	652.998104877687	11726.849963934515	17069.40663992209	18409.83822648101	0	284708.1551225438
Q8CG45	Aflatoxin B1 aldehyde reductase member 2	Akr7a2	3427734.972613547	13563509.431930084	13046249.912649702	206977.3499689412	318780.0879806831	105427.86015125018	51920.48923216788	139736.3533236194	508666.3511221871	513625.8916883562	388733.3694960495	587401.7697813334	143620.3143490734	319846.00851746835
P38918	Aflatoxin B1 aldehyde reductase member 3	Akr7a3	575576.6429705314	18521423.957915448	44163405.40384657	452780.1010572782	1954999.5647644142	20444.454691585193	5366.115052846924	299615.8014231328	197988.40179409648	255188.13045663797	56522.28431403655	138390.84157907145	117905.01190599965	1545612.7403017643
P47196	RAC-alpha serine/threonine-protein kinase	Akt1	0	867.9283355108954	24.383487698319207	2718.0899770437254	0	0	0	0	483.4349605955005	242.06763656236308	6047.2730544660735	4093.3516709806313	0	3909.425162922554
D3ZH75	NA	Akt1s1	0	23.664006548254388	541.6345561242512	3655.3442978872645	213.80002847053663	0	0	0	302.93905744536494	675.7431380461736	13239.258574420155	26469.51989228513	10598.411516301627	12169.973930555707
P47197	RAC-beta serine/threonine-protein kinase	Akt2	0	6.910588098358839	0	0	0	0	0	0	257.282072034944	1602.2783077658667	153.07850400281254	6396.671742266732	13.333652937460498	13868.84628217274
Q5FVH4	AKT-interacting protein	Aktip	0	28591.046564834338	0	3861.94179684122	25.175838811069514	10084.12820127374	860.9053506755231	0	1197.1118572067219	1044.440263419442	19977.477500343546	18136.74874025868	8393.374501585795	21000.977688657815
P06214	Delta-aminolevulinic acid dehydratase	Alad	414927.71877373685	1273658.159997479	387641.26031843666	56925.176499156594	57685.32304035532	33137.764411130214	13905.894540275794	28859.483793599968	43614.06947617691	49935.576249316364	53653.649678036905	69238.75538006237	38635.45470980126	32507.47795738375
P13195	5-aminolevulinate synthase, nonspecific, mitochondrial	Alas1	0	13998.690995061479	49333.67087281289	0	0	0	0	46.4926074358798	326.4179060928209	172.2831212545534	0	0	0	0
P02770	Serum albumin	Alb	587333.3924923681	488455.95924807654	306960.5832774369	576555.6875805081	813475.9615815334	469074.17097433	700258.1669453123	208932.66572010043	192132.65609707328	303045.85119482945	251990.25572319087	308101.05539564556	196413.9084650601	213675.79458489173
O35112	CD166 antigen	Alcam	0	0	0	94590.28698806744	283.1293425704752	10089.61457758806	20010.638957617826	2324.7216431256575	30033.575784782726	101888.21193169944	82418.1564167869	128719.26306332093	75203.98497074784	48456.979252656616
Q3T1L0	Aldehyde dehydrogenase family 16 member A1	Aldh16a1	87470.45321349919	290326.25183055695	261361.50149176302	25409.531082423433	36446.30616671143	10997.865353052608	5667.68885815224	92733.62662743095	84241.04508300785	162189.32271549205	115345.41578564033	96567.6363942606	52004.11672487517	58471.52904050321
D3ZIE9	NA	Aldh18a1	0	524.0547013203587	0	0	0	2968.7859776206715	0	5202.089101590328	441.1623012731954	392.4384693290294	14826.439162195533	14141.143317493075	8981.931864207883	7814.077243609682
P51647	Retinal dehydrogenase 1	Aldh1a1	846032.0495587467	16777559.98986714	664158.5380721883	157077.3386772693	95960.78871230695	160258.10050172944	244895.73528710296	1711451.2877208886	2959845.8629646474	1686879.8996166177	5216107.319232379	12838325.408103859	4917151.32063467	528272.0874995468
Q63639	Retinal dehydrogenase 2	Aldh1a2	0	635.5682793753513	0	174148.58257747375	0	4514.630929743533	10522.803942179706	4577.949913856112	45257.64250588327	8.234370767212612	0	0	0	0
Q8K4D8	Aldehyde dehydrogenase family 1 member A3	Aldh1a3	0	0	0	11266.302941438576	0	4458.441558800595	7490.355011359545	493.2272600099757	211.8843558343905	0	9.435283308454194	5.306396992528946	0	1235216.7629791526
P13601	Aldehyde dehydrogenase, cytosolic 1	Aldh1a7	0	0	0	0	0	0	0	0	0	0	10.217037360953597	779.4964153316912	0	0
Q66HF8	Aldehyde dehydrogenase X, mitochondrial	Aldh1b1	0	203389.96526414878	1115824.0285297285	120.88789270742198	0	0	0	0	0	0	0	64.97580465743734	0	0
P28037	Cytosolic 10-formyltetrahydrofolate dehydrogenase	Aldh1l1	315019.9785646262	3469843.448751209	2579660.8915795926	71252.46658762569	68485.34070766077	3757.5840564620503	9227.590545769484	378489.7957805247	743479.0415173611	1026825.4610371692	462079.6792537852	556916.9509300338	250977.26110567074	11.894293877783475
P11884	Aldehyde dehydrogenase, mitochondrial	Aldh2	3828236.369236665	10793784.068460701	11815240.809211379	53994.260779524884	153184.85866156718	17990.20982613139	6905.781597922577	86225.85358246941	207721.58483702628	481520.8283394705	99985.65069085422	215466.52231899308	53749.46134547751	4669.86201444245
P30839	Fatty aldehyde dehydrogenase	Aldh3a2	88121.36143390852	168726.63634435288	37096.89289377237	59964.73230317256	39590.435561730534	97021.45337270017	62312.10348250469	118979.36398483085	133994.39396340674	89579.13309803694	94126.51436031975	102013.37212118728	77048.23052196308	176061.5408777138
Q5XI42	Aldehyde dehydrogenase family 3 member B1	Aldh3b1	0	168.2878703410317	16.78426013417189	0	0	0	5883.915113672961	0	0	0	0	0	0	95.40217930561742
P0C2X9	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Aldh4a1	9353020.20879216	9076153.482106207	6750848.71971296	207928.32118383536	514434.1122027805	170654.94945172276	59309.36035190334	874269.848359033	1084384.5214921504	926867.7181511107	345602.27246581303	603637.2351630867	424674.09842301335	155729.1591063376
P51650	Succinate-semialdehyde dehydrogenase, mitochondrial	Aldh5a1	13773.624204988202	11.177255659101874	0	1268.4752906510112	6055.771807013867	1951.5246106091918	0	91775.91857890585	72462.12098455356	79560.59256788675	42457.75531235159	35794.5300849101	29416.769949198508	12033.214105473737
Q02253	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Aldh6a1	7257588.603628347	44332817.30054843	33833430.271129385	382502.7756849604	411006.5553340148	166403.10725882274	235950.2450364248	1920025.7148597355	2996594.7456467287	2828825.868434587	1626472.8678292094	3273776.742074703	1208123.655783924	423349.97609294
Q64057	Alpha-aminoadipic semialdehyde dehydrogenase	Aldh7a1	4196279.451729583	9574066.113057267	5928492.485779425	231201.9293027585	415534.08335413993	157945.14677943653	156949.2314444638	879678.1170747051	1545860.3724337989	1705013.3873807595	898965.8624778347	1512060.6218219972	435670.2002453177	245334.3647922007
D3ZXY4	NA	Aldh8a1	385281.90046691743	9744303.536508627	21797909.834825806	172941.33794933147	81571.1455922264	169.02175619906754	610.130543044386	1364.9857130506675	62651.60964449979	97697.37641564377	28939.023577776465	146638.1576907874	13333.601409819368	0
Q9JLJ3	4-trimethylaminobutyraldehyde dehydrogenase	Aldh9a1	1882685.4310548638	9721073.198780507	10916494.582322126	668191.9403240745	555492.6668490582	206666.7008822298	251704.91452938347	542258.9391492712	966829.4150355583	807034.3539770925	866908.8941936955	844420.8496370756	561932.5089289375	414424.9342842978
P05065;Q6AY07	Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase	Aldoa	4859143.378071046	3728746.1978407386	1961374.6257907087	1957374.8427035988	6595263.59227694	1942340.5899990108	1714202.616064636	6355194.762826469	10215654.104932053	8430610.920770045	10042445.33682274	10400817.20545198	10694614.077447113	6024898.4341358105
P00884	Fructose-bisphosphate aldolase B	Aldob	136537123.82918465	71700294.10097408	62371935.98599244	2468314.2877276917	1930093.1830100669	34270.648014837025	121673.14098826259	1861171.3982561824	4476370.353942512	3816445.390830417	703080.82882055	821589.2038903056	157310.4003001881	0
P09117	Fructose-bisphosphate aldolase C	Aldoc	0	0	0	0	0	10.052459306038658	16.183782020392982	0	0	0	0	0	307.03367247455805	37654.38588763814
D4A5S6	NA	Alg1	0	14.42744774109381	0	0	0	0	0	0	12.672298687625101	0	0	0	0	0
O88788	Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	Alg10b	0	14232.042837253124	28979.303876586473	0	0	2218.4102650113336	0	0	330.41725551577855	16.65780324513724	228.44164286522124	7.629508353389481	0	2200.564612696795
D3ZCQ2	NA	Alg11	0	315.6843681488971	450.8711813970335	2580.4412542325554	0	231.42508594865436	15.989896264281047	0	12.543475394315632	318.9982335752408	4435.884480615408	8214.524590113639	224.72435062009305	0
Q6AY85	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	Alg14	0	0	0	0	0	0	0	0	0	0	0	6.866291074385071	0	0
G3V6U3	NA	Alg2	0	531.929416279388	0	0	4524.081380021417	16001.804775880064	12.843362687669769	729.2903376677954	42652.51368143201	26600.197946392625	18454.949806921748	29349.268766319514	9973.503683210858	53057.81520226798
Q4QQS6	NA	Alg5	10375.418393853668	103960.2847480994	42376.01638674293	22179.133033124835	10418.798013920097	18419.271515135122	14188.565024406429	18597.491948878072	1279.4297333659663	1518.8029541910244	43713.50397445631	43728.83013677464	30012.204152023827	34664.904072343044
D3ZCW5	NA	Alg9	0	0	0	0	0	0	0	0	11.691235635490683	0	103.05535149166957	0	0	0
D3Z8W2	NA	Alkbh1	0	8.458713850783665	0	0	0	0	0	0	0	0	0	286.74888637759005	0	0
Q5XIC8	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	Alkbh3	0	429.40554312878174	0	0	0	0	0	634.3492367746007	5423.506705758972	5645.840414939246	17.41925147641105	173.32008746470942	0	922.2950294650691
D3ZKD3	RNA demethylase ALKBH5	Alkbh5	0	21.112582410903777	0	0	0	0	0	0	534.2826564700458	17.84140861827501	0	3.4548851146355997	0	8201.27525397697
M0R7T2	NA	Alkbh7	0	26861.086694500336	0	0	0	0	0	0	17.25493701882401	0	2754.4299337408	7.685246277665559	0	0
Q8K4F2	Arachidonate 15-lipoxygenase B	Alox15b	0	0	0	0	0	0	0	0	0	0	0	0	0	11091.527047605281
P08289	Alkaline phosphatase, tissue-nonspecific isozyme	Alpl	204965.19031063354	545894.7445151076	1539702.676582747	5492.609159379868	16094.544040370392	0	0	0	972.5420679783598	493.36210630342356	112.81748185984226	9.90453219157009	0	0
P0C5Y8	Alsin	Als2	0	0	0	0	0	0	0	0	5.261004578247798	0	6738.573742773629	15529.904562246384	173.6512852588017	252.2752932369428
D3ZXH7	NA	Alyref	229546.0424907703	483465.79653125425	80714.09906649019	251034.4752431957	113297.88148986059	173289.42655207223	72642.47869049471	291337.4336280599	409400.6083791301	237853.13292332907	301988.10026378214	196312.3627648906	180538.0848678845	130707.69381217634
P70473	Alpha-methylacyl-CoA racemase	Amacr	300628.52333945537	8263095.128661081	2548190.361965002	6677.44053129707	9202.45540383091	0	0	14924.84273552265	77125.82950020123	77163.51145964823	1426.0877008885232	18.91526205954402	6547.182688728965	0
Q64240	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	Ambp	699272.0096095504	58518.524357670445	0	0	16.078892195925775	0	0	0	1411.544386307518	680.0721416880132	0	7.34467381586977	0	0
F1LNQ2	NA	Ambra1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.002255644051091
Q5BJY6	Putative N-acetylglucosamine-6-phosphate deacetylase	Amdhd2	38957.13827455909	101283.0949167178	36239.783029131984	0	0	0	0	0	670.7233781191085	240.30139062218987	6938.388436369316	8081.507050310697	0	9017.36932230252
D3ZCP6	NA	Amer1	0	0	0	0	0	0	0	0	0	0	0	2.648405687172461	0	0
A0A0G2K437	NA	Amfr	0	41881.72201395768	777.6003938522973	2290.8422268598233	14.217413027970814	4465.606401933242	0	5.335857491579509	3647.551301853123	4881.469029250897	6624.040405031007	2750.1609440690922	271.86067724114383	3396.0466216847735
G3V9S2	NA	Ammecr1l	0	11.308442018040706	0	0	0	0	0	0	0	15.96074657106755	7.960368679954758	4.947370922006053	0	0
D3ZFK9	NA	Amn	220779.70029335798	113813.3623052081	35081.70376897733	0	0	0	0	2303.7765199162227	499.1575898395796	2625.3357713999103	0	8.153023455266295	0	0
G3V735	Angiomotin-like protein 2	Amotl2	0	0	0	0	0	2175.4804958960012	0	0	0	0	0	3.9206991877911355	0	631.5494111814728
Q02356	AMP deaminase 2	Ampd2	17234.59747959514	54953.77145443086	61157.92559121408	2013.082010144854	0	7339.912545120567	1862.6523221321534	40.3880413327395	3134.793943386825	1902.487426516257	1404.563710962692	2644.737625564806	1855.2598337190118	27873.661763756554
O09178	AMP deaminase 3	Ampd3	0	0	0	156.65725231660602	7145.19531705229	12630.921302531886	8366.558462199699	9840.702298516944	11412.339981879846	23902.342702107475	40612.000490515245	33960.56318561321	26791.22813782124	369534.72840514703
O08838;A0A0G2K5Z4	Amphiphysin	Amph	0	179.05081603756688	0	17927.529951983328	9781.42664920311	8020.659115622804	3871.966675524492	15331.732247111591	22588.26849909537	306.76419860167255	94.58628399437235	2640.4021500392205	277.2040704459656	0
M0R9I6	Aminomethyltransferase	Amt	158452.0910253102	713270.1929106242	532565.4168129967	3694.8065909596294	333.94939989554973	1091.8347609594937	29560.647667338988	47199.13680501456	340659.9855523276	82757.73927428361	107735.81946060863	369759.0248889678	12854.62585001479	343268.28235554474
Q400C7	Archaemetzincin-2	Amz2	0	12.33874005751679	0	0	0	1939.47239542868	0	0	0	0	101.30058960718188	5.670122109261096	0	2055.194840156426
F1M801	NA	Anapc1	0	1129.2016708072092	0	492.60285375927685	0	573.8678149405883	1650.9014959495148	0	104.85793824895964	1025.2209822535165	2129.180185923549	2260.1554890098687	81.92678125075203	2776.9760869490174
B2RYJ1	NA	Anapc2	0	5551.7509704424865	994.2264328004328	1659.1730809568126	11.153437710603276	1151.6308744796302	0	24.56360596589816	393.05570571292986	504.03861977333946	4892.268347732204	5736.498004398125	3078.862429217621	6497.221204496936
D3ZUB7	NA	Anapc4	0	0	0	0	0	99.53927667124997	1988.1217028594824	0	7.079432670980177	169.55543867434923	8.928469812840072	225.30870062121892	1702.3428171250525	2923.459497578316
A1L1K3	Anaphase-promoting complex subunit 5	Anapc5	7875.8596055172375	158.68869015507093	0	2957.0976206498335	0	808.1017479488913	3284.8074012262728	1128.6919237289212	16173.09896359506	3642.029101622446	8983.379235299844	54.71603444966092	6256.819396620549	3819.0507172695193
D3ZIT4	NA	Anapc7	0	312.82630783372605	0	0	0	0	0	0	11.481391966657585	0	0	1050.8709405511295	0	1420.2269361614078
Q5GAM5	NA	Ang2	703989.1233216762	0	0	0	0	0	0	0	23.2837781477136	24.249801450834422	0	9.759676333826354	0	0
F1LT13	NA	Angel2	0	240.15940877010672	7618.875866965457	0	0	0	970.6534371467753	2612.6634485074223	4169.241041391113	198.7441555358124	6271.260308393436	3007.2828926297557	0	625.9589392981893
F7FHP0	NA	Angptl3	744.4235280617291	0	0	0	0	0	0	0	8.960957415760204	0	0	0	17.890045640563894	0
A0A0G2KBB9	NA	Ank2	0	0	0	0	85.01347616596853	1573.6390715378782	17859.700420922443	1454.5956509828702	167.97391597353683	5709.635327948563	0	254.48635686097833	0	3.9655633185985772
O70511	Ankyrin-3	Ank3	165435.56772193115	272137.64738887455	208920.58568643013	11050.734253485429	11460.091816374452	9888.313931049352	71724.9261515676	230769.13850412346	469262.5591764212	323975.4826168678	148600.42971485015	160433.45253267727	65411.171437696765	29852.59537266915
D4A1J6	NA	Ankfy1	7201.5263452726795	67568.61477795854	43949.49593244196	3742.5267829416994	12879.89450518247	10370.291700691518	6817.064666287883	3075.1457253132144	18529.01918475458	18828.051931959886	27478.216394040428	53780.71081314921	8472.164094876136	22511.414856096566
A0A0G2K916	NA	Ankhd1	3556.8595300348966	5445.848172331065	9.503682905477831	1173.0395103147064	191.83960606185332	1302.5280392028317	0	2333.9149931917837	8242.520853974396	5989.0887269345	4857.3801356653485	3903.1420748703827	1754.3659417929896	4637.216370783247
D4A731	NA	Ankib1	0	20466.979831762226	64501.85034905905	0	0	0	0	0	282.3156150703787	14.136323439305935	573.2500823612982	5.322423341938959	0	357.13931617894525
Q7TP65	Ankyrin repeat and LEM domain-containing protein 2	Ankle2	0	96.17119707346737	0	0	0	0	0	0	10.349484950819246	10.330280201891	5.933763080636993	1302.1681510774274	1598.1880169717815	1972.9324771545266
A0A0G2K8N6	NA	Ankmy2	6070.5812817647	22264.75098439248	833.3224453818335	7696.418836424832	23.68094801361916	3044.790683157644	0	122.76166019427161	21676.466583918715	30818.15710619302	20603.04163636664	23755.657221604204	7601.71409396225	6263.449893728284
Q5U313	NA	Ankrd13a	0	0	0	4213.482652056045	294.1947039923476	10272.411049291139	5997.131166430499	14773.395464015626	24975.010875129912	9778.612017663234	19748.63458757219	10939.257896251975	6004.797549509783	23962.298090604905
D3ZMJ4	NA	Ankrd13c	0	259.73416341200664	0	0	0	0	0	0	0	151.68278271579086	0	0	0	0
A0A0G2JVW3	NA	Ankrd17	0	2554.9286170578252	0	0	0	0	0	0	109.86028670087133	155.61081756135212	1165.2711197827414	3840.16923340857	163.41429764378753	2111.6462883493227
D4ADM7	NA	Ankrd22	0	0	0	1630.3828329182588	0	0	0	0	0	0	0	0	0	0
D3ZCC5	NA	Ankrd24	0	0	0	0	0	836.0959997310134	0	14.439925073989846	13.333481688999953	0	33.90658953298254	98.3979785248396	28.977583338963598	0
A0A0G2JVS9	NA	Ankrd27	0	2005.3824705621528	0	0	0	0	0	0	81.61969009146976	0	18.341521475232085	2.6943480813143563	0	33.34352861548655
F1M400	NA	Ankrd28	0	251.78534965211355	0	940.2719670293951	16.23648761372285	2140.604941195367	0	40.28196025272514	5463.299095521996	4065.957420020972	6675.088763331121	3977.7937579840004	0	159.61337215051998
D3ZTU7	NA	Ankrd33b	0	335.7227503308489	0	0	0	0	0	0	0	0	0	0	0	0
B2RYI5	NA	Ankrd40	0	0	0	0	0	0	0	0	0	0	0	4.8508660315503995	0	0
F1LZH9	NA	Ankrd44	0	212.8563770681681	186.85979968914324	2388.4434627752466	4170.092639007335	8467.599669502286	0	0	0	0	1470.3774936633804	1917.9000069137346	0	0
Q76K24	Ankyrin repeat domain-containing protein 46	Ankrd46	0	469.1859560898426	0	28489.3455925398	0	0	26.94746224347979	0	0	0	0	7935.957981603878	0	5942.716188232538
Q566C8	Ankyrin repeat domain-containing protein 54	Ankrd54	0	0	0	0	0	0	0	0	0	0	0	6.925264953757687	0	3941.258742914009
D4AC12	NA	Anks1a	5471.93520747497	2053.0007651982937	0	2823.9131032360306	0	956.0584021748355	0	531.4747903560277	126.94920865792184	145.6996469777528	6404.741539584677	2784.9475170152423	194.97067914509068	10249.218796721361
Q5M9H0	Ankyrin repeat and SAM domain-containing protein 3	Anks3	0	2008.2529198368807	0	0	10.039232231989693	1605.7971581139525	0	0	8.47571707133553	0	75.99817231445641	5.457617202385254	0	2035.399015707435
M0RBX2	NA	Anks4b	11925.929650269278	173975.8881407756	741282.6344666948	0	0	0	0	0	0	0	0	7.9319942857192185	0	0
P0C0T2	Ankyrin repeat and SAM domain-containing protein 6	Anks6	0	8348.80627809116	0	0	0	0	0	0	0	0	0	866.1500204151278	0	239.20285443542227
D3ZF54	Anoctamin	Ano10	0	6782.713743191417	532.6723214209096	3343.055307466352	22.137665770992957	6772.76168520113	2099.0716169854063	6.313078223117742	6376.370591425825	3427.9234183886183	3851.2825579133487	1967.6547001228503	4171.252676967284	14863.134907828899
A0A0G2K1M7	NA	Ano6	177.8626354702219	62546.579127802775	41159.99793296931	11750.823061022045	11373.355022322388	8831.640453382064	18101.89659207436	568.0029997796007	12510.711787881022	20357.57993856216	30576.410119670552	57283.77637447917	10303.330466333238	22817.627659349528
F1LY14	Anoctamin	Ano9	0	0	0	0	0	0	0	6.22608291128754	8.67970284114434	12.395452346703527	0	0	0	0
P49911	Acidic leucine-rich nuclear phosphoprotein 32 family member A	Anp32a	540131.3438442197	928465.4637610171	1197622.6730887736	456313.26215599675	339475.9047350788	547995.9168526108	253815.35977999435	913725.2216930066	1238828.2966577427	978394.8264163855	1391079.7563000412	956130.2066969275	785389.9446601078	889931.4202812131
Q9EST6	Acidic leucine-rich nuclear phosphoprotein 32 family member B	Anp32b	1406.8636196716661	94554.80276740971	585968.1189958705	183239.88455310994	53104.115461811394	133892.10498702116	233655.26017645292	98068.99448227533	209369.86903014177	164700.97386726635	206292.19984795607	326238.60305023164	101238.18557027516	225031.45450702906
Q5XIE0	Acidic leucine-rich nuclear phosphoprotein 32 family member E	Anp32e	0	147811.40677102117	564763.2787327128	98288.2259195054	43.91236977393899	83965.42028595685	226206.4809029986	4710.309070352147	3057.795910669907	2494.8004078642607	94083.86806035707	194325.97560462396	75516.71361596424	130448.4365297002
P15684	Aminopeptidase N	Anpep	999355.9009313127	12742071.08712986	52747138.92559204	441875.10080951406	422127.7651190562	380764.45377589075	89376.2987772027	70748.63878454873	94975.65939031748	174515.50037892335	214117.56897921624	133869.1321997183	30018.7530371919	34382.64664277216
P07150	Annexin A1	Anxa1	18.848526196548445	309650.04096906265	94387.16766082757	447959.8511757429	586986.9726751136	586697.897982206	1393084.8370897013	1168299.1273965945	3482459.260592377	635535.9163135202	415440.68630528403	455151.5530417579	392513.26563948544	5507965.677237104
Q5XI77	Annexin	Anxa11	85640.80510820383	991917.1406919752	627578.3286288047	986981.9096183664	701511.1946866955	809425.3972722132	690025.7914906506	527571.9914764548	840766.6417017995	781946.7435914635	1236515.5744868459	1940711.2805194168	1010077.7351161065	973086.7277509473
D3ZHD1	Annexin	Anxa13	5584.571245510656	343128.8821244221	483208.8897037227	400152.8355621186	957941.0729840724	63479.99289581492	64.40042210243172	510388.0343561774	7688.610927367133	447955.2995215296	5443.4616303739995	300974.6487621882	432215.66298998054	51305.158266002625
Q07936	Annexin A2	Anxa2	42138.805505452096	700832.6817451162	2111841.4943211786	6118182.503636725	4848520.083586807	9759291.921223618	7574220.386567548	1602304.4959154425	1532246.2164782612	701899.4452787201	647738.8970120272	1435915.7076829425	1510316.0281341567	13268919.266327187
P14669	Annexin A3	Anxa3	0	77261.37220716005	20.8092770716785	253496.21446403733	1065664.2396839503	1336240.7885967714	84491.35092190436	43849.28751094282	31907.976836645637	27424.69092717299	3596.3481797154955	7942.303088643796	325.8931974487543	15.292604241149377
